,id,file_path,document_page_type,text,file_name
10,11.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/2071580800.txt,samples,"4,44 ~ ‘ . 1
4.44 ‘/ ”id/f . “it 4
4! 4—4-4 ‘~ .-' ~,"" —»
, ~ mg, 4. 44: a r
, (if-{1 “PA 53.154, — 41,4
“ ”Nb“ 7 {j ' ""
t \ \\
' wx .""‘~1""""5 ~ if""; 4 '~.
‘ ' w 4) 1
“may; 4. 1:24“,
PM ﬁg. 2.4.4"";'1u:
t-‘z:» L, 1 A
5; wk 4 E‘
a ﬁrm;:1v,:-;--.,~,.v:;:,—r:«4a: -4‘-.—. 4
55 JH 5' ' “JR-4 Z‘fi
iii =EE 4‘ "" 4
Egggéag 1;
= 41 A44,» 52-1245
55553555 ‘
j 55355555 '»~\ 5
. “mm“ “44,444“ \ g
8
",2071580800.txt
11,12.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/2058504894.txt,samples,"You get a lot to like...
) wax
kw"" =1‘ Q: ~ 5:5
:.'.‘,“5.‘ é/f .\ ' 35?
5:31, -. «(A A v
-_ a {ﬂow 1; '
9:3“ \\““‘“
)’ “$ij .
“11mm“
4
",2058504894.txt
12,13.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/0071087137.txt,samples,"77?
imzsuﬁﬁzﬁ‘ gmuuﬁ
2:22: 31:5? 3,503: x m.»
CONEHSang: vq Pt—M
N N ' mp ;mds°\;a “W‘
",0071087137.txt
13,14.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/2029099936.txt,samples,".
m
a}
a . . 4

5: Roche Lex1k0n Medlzm ""a,

g szx ummngrcmmc mnlmndvgc Mednzm» , h ,,

3 Wurlcrhuch ml dculschcn Sunlrhmum ’ ' ~ ,.—/A

e . 11mm .

’ l 5! , J Lth‘wLU

- , in w “mm

in ‘ﬁf‘aJﬁ A ~ ..58.“‘.

MM m, J
, mmsm
JFILUMﬁ§ m n
, /

N
S
w
0
w
u, J
3
a
",2029099936.txt
14,15.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/502141063.txt,samples,"d»; f
""mbe.sm6aa»""““""hmm“""'”""ﬂié’beét.mh¢. 0
That‘s why it's Camels fur me.""
am: “by 5 ‘ as?
”fain a? gm;
”25:3 “I“ wig,
ﬂ aim ,\. its;
HAVE A REAL CIGARETTE-
HAVE AGAMEL 3»
“mm...“ .,, .- \-
mam-xx: t»
rm-tmrz r; 4
.._.-..-__-u by»
0
",502141063.txt
15,16.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/0012191226.txt,samples,"- 4-wm~m am“? _
Wﬁ_._w $43:
Juols HEL-‘lk/Lﬁfﬂa/Sﬁz‘dlﬁw dfz-mng/aﬁ ‘ FEW”
@, cw,”— 7 94653152 I~ l/EM/ aawng
33h” 51 “st? ‘ ”My
“7:
r "" 7~ Mufﬁn-Ave f‘ "" ' mm,“ W aﬁ- 41g
may 4&4», ﬂ;
T
hm A man» me. ”We,” knew mﬁnﬂapu
T-I.__'===_E§L—=____====E
7r__-_-___.m___ __ ._.
“M km»: Tire/44m ”~. 740 $7»; a“, mum o- «-
fl.=_-.-r-==-—__‘§s.——.~?=;—-Eﬁ=
‘n'E z Wn’mfmfﬁbfm 17>: ' Wk m“. up:
.’ I ﬂy ”7
'l—=-.-=,__====§;=-_=:—: zﬁr—‘Ess :
"" A... A >Wm~ymum§~aam~x mowum)
meuimrme‘n "" -, MWtE/WF M- I- ‘1’51 ""4
J
. ,,
r';.~.—..""-‘_==='E_=Eé==“_ —
. or ' New with $4.ng wt
1 , A ,_ ’ V x i 7
mam a — * smsuxcu
",0012191226.txt
16,17.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/520526132+-6132.txt,samples,"rum-gran ﬁlm nmu V‘ W
‘ i
_ , W ‘.
ls 1mm Amom: ‘
lN \\,\.smN<.roN WHO I
DOLSN [ 1mm 1m. ‘
l\/l<:(,.\m lbs/unto TAX Bur
‘ ls ABOUT MONK-N? \ . ‘ '
“The thing rlm's driving um m, i: m hunger-far ”my,”
Ami mwﬁnglwivkt MM l'cmmuk,
(enmwnliw, u when: lqiﬂnium n rqmned
in n, th'nrmx I‘wr. Nzy u. m
The US. 5mm ix (nmidm‘ug raising male 1th mm“:
ulllinn l-‘nUnn m new yam—mm ofil hating “akin;
pcnplzw‘m whim Lhm mom: . w.
} Ami “1“er chm-«mm». m .|.g mime)? Mm at
1 “will ﬂmplyp m w Irdnﬂ walling and (0 am.“
well dxt ahrady mm; Men! bukam'lty.
And as; way mm My um will my; unvmg u, m ,
print of zchm w m. 10 lm. . Mk mule: n E _
inmnblm mm“, m -. viriny 0mm: F5"": ’
Simoan‘nan‘um m w (ﬂu. New l’rduz} 5mm; 3 ‘
A black mum “
Call your Selma"" a: 1.sou.34s.3zzz ‘
and an um um yau Bypass -
the McCain nubacw m incmse bill. 1
“mm mum... 1mm Cevptmuon l 5
‘ mum; Mm (Annpmy- may Mm 1mm"": ‘ p
1 k). Rtynukk'l'nbiaa Cﬂvawy>DnirdSuvn Abbaxni‘mnqrmy . g:
1 “ml
,
h—————
",520526132+-6132.txt
17,18.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/71333931.txt,samples,": 1c _.
qﬁiﬁg’fr g
_ ‘a\\ , M
’ V“ ' ‘ 1/ 2
E 3 \ ‘r’ L
_ E ; E
‘ » . 1
‘ K \ 2 2
i“ 2 h...
1 ‘ 4.1
",71333931.txt
18,19.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/503961596.txt,samples,"ﬁ‘ "" Eifﬁé'fiﬁlg ~:""f""""""7‘“ “ ‘ Nym‘sv pgzysawcmxg—3 FAQ. My {7.771
a ""1 5 -' ”MW” ., 5 ‘ ' t-“gﬂﬂﬁm;it-, 35” ‘ﬁ‘a-Jﬁ‘i
~ - "" .:,.:A . 68 """"°’"" ;
gut; ‘ ', A ‘ x / fi' ' f 4“ ﬁ‘z‘“ ’ A,
,,, ~ - - » “ammo Du _
' ' 555 '- ‘ ‘vL d“ M'mstonk
~ . ..,~;- 3 ~ "" . ' ‘ nun—m. '
‘ ». , . , ; vr- ”hag-u‘nrf’” ~ ,
- 13,3,1; 5 — ~;; ;7 : ,
‘ *‘ _7
5 . 155""; 5 5 A
if h‘: x? ' .:A’ v
; fry353—77315’g‘:2;»,w.3""~;%>.f [ , 5 -‘ _yw‘\w N .
, . nus-7:7 ,; ,~ , ‘ “Wm“. a; “h,“ ~
5 .’ ‘i‘.;2‘-;':»i,:;_::€.“,::;: j ;A;:,:x~_:.v:::} ‘ r‘fﬁﬁ'fi‘fzfz: T. } 1:
g' ‘ ‘ Vw—M-f-wa ,. 4:
F ' ' . 'f,_j:""' j ’ ' z ‘.
I- 1 ¥ — 1. , 5
",503961596.txt
19,20.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/03842367.txt,samples,"NMrf/L
( m a ‘ .\
- H
W a
‘ ‘ ‘hzﬂ I“
“I dqn’t take taste lightly, a
( nelther does myKentfih
KE;
KENT
Full-ﬂavoreuent.
Thelowtar
that doesn't make
“light"" of taste.
(q
",03842367.txt
20,21.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/502218925+-8925.txt,samples,"; v ' s: :: A ""ix;.,;,,::gf,»-;x., k 1; s
‘ , , on r»
‘, ﬂ ‘ ﬁrm
' ' 0
Canyourcngarette
' pass these
.

Ssmple tests?
immammmmmmmm
”ﬂammwfmmmzwm
Q“ {QM w:

» > ‘ 3:le 7???“ ""r; > F
a “W“ HOWGOODITIS.
",502218925+-8925.txt
21,22.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/71895780.txt,samples,"i
‘ 0:97 ‘5
5.1K ‘é‘ 23
nip-f xx]
i fakes”;
E ai’llsy""
5 $5.0 ..-‘.'
1 ’: j-‘mﬁzmx
‘ Ef‘”€f§§.$a=.s§
‘ if?)- ""—'
, 51.“ x s
: \,""= “"" g; g’
. ———x’.~)x. 5g 8
‘ 35mm» £55. Eatéﬁ
: ﬂ‘f’iifi f? 5353
: ‘E ﬁfﬁg
672040089
572040039
Pmmmm my, m wza gm
",71895780.txt
22,23.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/2080263049.txt,samples,"Luv “g’vcu
v v
,. ¢ g
m“ xma‘ .
""“ M — 'm‘f«3—’€
“S“ “as.
a?“ 45-11»?
“2?! “my!
a). Am—
f mm
km 7;
$1551“;
& If»? f _'~
«1; ' A
’ 140003324593
5: ext-6553 \
4 zﬂﬁgﬁ‘s’wﬁgﬁi 3 E
tnﬁnﬁﬁﬁf‘yﬂlﬁﬁf , §
ww‘ef'smﬂm 1 w
",2080263049.txt
23,24.0,/home/ila/Documents/repos/python-works/artificialintelligence/machine_learning/doc_classification/classifydata/ocr_samples/samples/937317.txt,samples,"h _
i ,
/./x
, H/’/
, ~ , , , ._
18503 a é 1 7 —‘

wagmr
mum at,“ m; 5:75
",937317.txt
