"Winona,,DISK,MN,6/15/1947 10:00",qfqefdqefqed
"Gackle,,OTHER,ND,6/15/1947 14:00",qfqefdqefqed
"Madison,,DISK,WI,6/15/1947 18:00",qfqefdqefqed
"Hayward,,CIRCLE,CA,6/20/1947 12:00",qfqefdqefqed
"Tacoma,,OTHER,WA,6/30/1947 0:00",qfqefdqefqed
"Baltimore,,OVAL,MD,6/30/1947 18:00",qfqefdqefqed
"Cashmere,,FORMATION,WA,7/1/1947 20:00",qfqefdqefqed
"Maywood,,DISK,CA,7/1/1947 20:00",qfqefdqefqed
"Wexford,BLUE,,PA,7/1/1947 20:00",qfqefdqefqed
"Sioux Falls,,,SD,7/4/1947 0:00",qfqefdqefqed
"Seattle,,OVAL,WA,7/4/1947 17:30",qfqefdqefqed
"Dell Rapids,,,SD,7/5/1947 0:00",qfqefdqefqed
"Philadelphia,,DISK,PA,7/5/1947 11:30",qfqefdqefqed
"Roswell,,,NM,7/7/1947 0:00",qfqefdqefqed
"Johnston City,,DISK,IL,7/9/1947 20:00",qfqefdqefqed
"Roswell,,,NM,7/11/1947 0:00",qfqefdqefqed
"Syracuse,,CIGAR,NY,7/14/1947 10:30",qfqefdqefqed
"Richmond,,CIRCLE,CA,7/14/1947 11:00",qfqefdqefqed
"Las Vegas,,DISK,NV,7/15/1947 10:00",qfqefdqefqed
"Keeneyville,,FORMATION,IL,7/15/1947 12:00",qfqefdqefqed
"Clintwood,,CYLINDER,VA,7/15/1947 15:00",qfqefdqefqed
"Hazelton,,DISK,ID,7/15/1947 15:00",qfqefdqefqed
"Minneapolis,,DISK,MN,7/15/1947 17:00",qfqefdqefqed
"Morehouse,,CYLINDER,MO,7/15/1947 21:00",qfqefdqefqed
"San Jose,BLUE,CHEVRON,CA,7/15/1947 21:00",qfqefdqefqed
"Raton,,OVAL,NM,7/20/1947 22:00",qfqefdqefqed
"Modesto,BLUE,DISK,CA,8/8/1947 22:00",qfqefdqefqed
"Green Valley,,,WI,8/10/1947 20:00",qfqefdqefqed
"Henrietta,,LIGHT,OK,8/12/1947 1:00",qfqefdqefqed
"Saranac Lake,,DISK,NY,8/12/1947 22:00",qfqefdqefqed
"Proctor,,CIGAR,OK,8/15/1947 20:15",qfqefdqefqed
"Whitmore Lake,,CIGAR,MI,12/24/1947 21:00",qfqefdqefqed
"Kelseyville,,DISK,CA,4/30/1948 12:00",qfqefdqefqed
"Scipio,RED,SPHERE,IN,5/10/1948 19:00",qfqefdqefqed
"Borger,,DISK,TX,6/15/1948 16:00",qfqefdqefqed
"Baltimore,,OVAL,MD,6/30/1948 0:00",qfqefdqefqed
"Jim Ridge,,,WV,6/30/1948 8:00",qfqefdqefqed
"Ojai,,LIGHT,CA,7/15/1948 22:00",qfqefdqefqed
"New York City,,CIRCLE,NY,8/1/1948 2:00",qfqefdqefqed
"Conshohocken,,OVAL,PA,8/15/1948 12:00",qfqefdqefqed
"Sharpsburg,,CIRCLE,MD,12/12/1948 23:30",qfqefdqefqed
"Seattle,,DISK,WA,4/10/1949 15:00",qfqefdqefqed
"Oak Ridge,,OTHER,WV,5/1/1949 14:00",qfqefdqefqed
"Grays,,LIGHT,SC,5/15/1949 6:30",qfqefdqefqed
"Los Angeles,,CIRCLE,CT,6/4/1949 10:00",qfqefdqefqed
"Anchorage,,DISK,AK,6/10/1949 21:00",qfqefdqefqed
"Knoxville,,OTHER,TN,6/30/1949 15:00",qfqefdqefqed
"Salem,,CIGAR,OR,6/30/1949 21:00",qfqefdqefqed
"Fairbanks,,DISK,AK,7/1/1949 11:00",qfqefdqefqed
"Marion,,FORMATION,AL,7/1/1949 16:00",qfqefdqefqed
"Booneville,,,MS,7/15/1949 20:30",qfqefdqefqed
"Excelsior,,CIRCLE,MN,8/15/1949 0:00",qfqefdqefqed
"Mill Valley,,LIGHT,CA,8/15/1949 21:00",qfqefdqefqed
"Tarrant City,ORANGE,CIRCLE,AL,8/15/1949 22:00",qfqefdqefqed
"Steilacoom,,DISK,WA,8/25/1949 19:00",qfqefdqefqed
"Mt Gilead,,CIRCLE,OH,9/15/1949 21:00",qfqefdqefqed
"Post,,DISK,TX,9/15/1949 21:00",qfqefdqefqed
"San Marcos,,CYLINDER,TX,10/10/1949 20:30",qfqefdqefqed
"Lackland AFB,,LIGHT,TX,10/10/1949 21:00",qfqefdqefqed
"Baltimore,,CIGAR,MD,10/15/1949 20:00",qfqefdqefqed
"Mount Hope,,,WV,1/1/1950 22:00",qfqefdqefqed
"New York City,,OVAL,NY,1/2/1950 0:00",qfqefdqefqed
"Roswell,RED,,NM,3/22/1950 0:00",qfqefdqefqed
"Arkansas,,DISK,AR,4/15/1950 8:00",qfqefdqefqed
"Waynesborough,,DISK,VA,4/15/1950 14:00",qfqefdqefqed
"Fort Lewis,,TRIANGLE,WA,5/12/1950 14:00",qfqefdqefqed
"Crowder,,,MS,6/1/1950 0:00",qfqefdqefqed
"Philadelphia,,DISK,MS,6/1/1950 16:00",qfqefdqefqed
"Pittsburgh,,OVAL,PA,6/1/1950 20:00",qfqefdqefqed
"Kensington,,OVAL,MD,6/7/1950 20:00",qfqefdqefqed
"Kansas City,,DISK,MO,6/8/1950 10:00",qfqefdqefqed
"Napa,GREEN,DISK,CA,6/10/1950 0:00",qfqefdqefqed
"Grosse Pointe Park,,OVAL,MI,6/15/1950 13:00",qfqefdqefqed
"Bonifay,,DISK,FL,6/15/1950 20:00",qfqefdqefqed
"Fort Worth,,DISK,TX,6/15/1950 20:00",qfqefdqefqed
"Booneville,,DISK,MS,6/20/1950 10:00",qfqefdqefqed
"Galveston,,SPHERE,TX,6/20/1950 17:00",qfqefdqefqed
"Lac Du Flambeau,,DISK,WI,6/30/1950 16:00",qfqefdqefqed
"Florence,,DISK,CO,6/30/1950 17:30",qfqefdqefqed
"Florence,,LIGHT,CO,6/30/1950 17:30",qfqefdqefqed
"Coeur d'Alene,ORANGE,CIGAR,ID,7/2/1950 13:00",qfqefdqefqed
"Bay St. Louis,,LIGHT,MS,7/2/1950 21:00",qfqefdqefqed
"East Palestine,,LIGHT,OH,7/10/1950 20:30",qfqefdqefqed
"Newark,,SPHERE,NJ,7/15/1950 21:30",qfqefdqefqed
"Los Padres National Forest,,FORMATION,CA,7/15/1950 23:00",qfqefdqefqed
"Smithport,,DISK,PA,7/20/1950 21:30",qfqefdqefqed
"Louisville,,OTHER,KY,8/1/1950 4:00",qfqefdqefqed
"Stanfield,,DISK,OR,8/15/1950 14:00",qfqefdqefqed
"Pikeville,,DISK,KY,10/1/1950 11:00",qfqefdqefqed
"Sandy Hook,,TRIANGLE,NJ,10/15/1950 15:00",qfqefdqefqed
"Half Moon Bay,,OTHER,CA,12/12/1950 22:00",qfqefdqefqed
"Palm Springs,,CIGAR,CA,1/20/1951 4:30",qfqefdqefqed
"Thompsonville,,DISK,CT,2/3/1951 22:00",qfqefdqefqed
"Los Angeles,,DISK,CA,2/15/1951 11:00",qfqefdqefqed
"Irving,BLUE,DISK,KS,4/15/1951 0:30",qfqefdqefqed
"Fort Sill,,OVAL,OK,5/15/1951 3:00",qfqefdqefqed
"Oklahoma,,CIGAR,OK,6/1/1951 19:00",qfqefdqefqed
"Jasper,,OVAL,NC,6/3/1951 13:00",qfqefdqefqed
"Mount Pinos,,DISK,CA,6/6/1951 2:00",qfqefdqefqed
"Greenville,GREEN,DISK,MS,6/15/1951 20:30",qfqefdqefqed
"Jackson Heights,,DISK,NY,6/30/1951 7:00",qfqefdqefqed
"Birmingham,,,AL,6/30/1951 19:00",qfqefdqefqed
"Otis Orchards,,DISK,WA,7/1/1951 3:00",qfqefdqefqed
"Atlanta,,,GA,7/1/1951 14:00",qfqefdqefqed
"Calaveras County,,DISK,CA,7/3/1951 3:00",qfqefdqefqed
"Green River,GREEN,SPHERE,WY,7/3/1951 12:00",qfqefdqefqed
"Provo,BLUE,DISK,UT,7/10/1951 23:30",qfqefdqefqed
"Spokane Valley,,SPHERE,WA,7/15/1951 14:00",qfqefdqefqed
"Sunland,,CIRCLE,CA,8/10/1951 1:00",qfqefdqefqed
"Altoona,,DISK,PA,8/15/1951 13:00",qfqefdqefqed
"Jacksonville,,DISK,FL,10/15/1951 20:00",qfqefdqefqed
"Holloman AFB,,CIRCLE,NM,11/15/1951 6:00",qfqefdqefqed
"Salt Lake City,,,UT,1/1/1952 0:00",qfqefdqefqed
"Binghamton,,DISK,NY,2/10/1952 21:00",qfqefdqefqed
"Nellis AFB,,DISK,NV,2/17/1952 18:00",qfqefdqefqed
"Chicago,,DISK,IL,4/15/1952 13:00",qfqefdqefqed
"Greenville,ORANGE,TRIANGLE,TX,4/15/1952 16:00",qfqefdqefqed
"Pittsburgh,,CYLINDER,PA,5/15/1952 10:15",qfqefdqefqed
"Allyn,,DISK,WA,5/15/1952 20:00",qfqefdqefqed
"Dousman,,,WI,6/1/1952 11:00",qfqefdqefqed
"Norfolk,RED,FIREBALL,VA,6/1/1952 22:00",qfqefdqefqed
"Evergreen,,DISK,CO,6/6/1952 13:00",qfqefdqefqed
"Chicago,,CIRCLE,IL,6/10/1952 12:00",qfqefdqefqed
"Fortville,,DISK,IN,6/13/1952 7:30",qfqefdqefqed
"Luke Airforce Base,,EGG,AZ,6/15/1952 0:00",qfqefdqefqed
"Piedra Blanka,,CIGAR,CA,6/15/1952 0:00",qfqefdqefqed
"Jacksonville,,TRIANGLE,FL,6/15/1952 21:00",qfqefdqefqed
"Maywood,,CIRCLE,CA,6/15/1952 23:00",qfqefdqefqed
"Lansing,,OTHER,MI,6/21/1952 22:00",qfqefdqefqed
"Chester,,OVAL,PA,6/22/1952 17:45",qfqefdqefqed
"Cheyenne,,DISK,WY,6/30/1952 0:00",qfqefdqefqed
"Pecos,,DISK,TX,6/30/1952 3:00",qfqefdqefqed
"Barksdale AFB,,,LA,6/30/1952 6:00",qfqefdqefqed
"Miami,,LIGHT,FL,6/30/1952 9:00",qfqefdqefqed
"New York City,,DISK,NY,6/30/1952 13:00",qfqefdqefqed
"Auburn,,OVAL,WA,6/30/1952 18:30",qfqefdqefqed
"Miami,,DISK,FL,6/30/1952 21:00",qfqefdqefqed
"Miami,,DISK,FL,6/30/1952 21:00",qfqefdqefqed
"Miami,,LIGHT,FL,6/30/1952 21:00",qfqefdqefqed
"Sebeka,,OTHER,MN,7/1/1952 15:00",qfqefdqefqed
"Detroit,,SPHERE,MI,7/1/1952 22:00",qfqefdqefqed
"Tacoma,,SPHERE,WA,7/5/1952 16:00",qfqefdqefqed
"Evergreen,,CIRCLE,CO,7/7/1952 10:00",qfqefdqefqed
"Arlington,,DISK,TX,7/7/1952 13:00",qfqefdqefqed
"Arlington,GREEN,OVAL,VA,7/13/1952 21:00",qfqefdqefqed
"Wilmington,,DISK,CA,7/15/1952 12:00",qfqefdqefqed
",,DISK,CA,7/15/1952 12:30",qfqefdqefqed
"Litchfield,,OTHER,PA,7/15/1952 13:00",qfqefdqefqed
"South Gate,,CIRCLE,CA,7/15/1952 14:00",qfqefdqefqed
"North Bend,,OTHER,WA,7/15/1952 18:30",qfqefdqefqed
"New York City,,OTHER,NY,7/15/1952 19:00",qfqefdqefqed
"Okolona,,OVAL,MS,7/22/1952 9:30",qfqefdqefqed
"Tacoma,,SPHERE,WA,7/25/1952 16:00",qfqefdqefqed
"Manville,,SPHERE,RI,7/30/1952 15:00",qfqefdqefqed
"Tampa,,OVAL,FL,8/1/1952 21:30",qfqefdqefqed
"Smithson's Valley,,CIGAR,TX,8/15/1952 17:00",qfqefdqefqed
"Prairie Grove,,DISK,AR,8/15/1952 17:30",qfqefdqefqed
"Hamilton,,LIGHT,OH,8/15/1952 22:15",qfqefdqefqed
"Philadelphia,,CIRCLE,PA,9/9/1952 20:00",qfqefdqefqed
"Norridgewock,,DISK,ME,9/15/1952 14:00",qfqefdqefqed
"Kansas City,,DISK,MO,10/1/1952 12:00",qfqefdqefqed
"Richland,,CIRCLE,WA,10/15/1952 21:00",qfqefdqefqed
"Chicago,,OTHER,IL,12/6/1952 19:00",qfqefdqefqed
"Camp McCoy,,CYLINDER,WI,12/30/1952 12:00",qfqefdqefqed
"Nebraska,,,NE,1/1/1953 0:00",qfqefdqefqed
"Oklahoma,,CIGAR,TX,1/1/1953 14:00",qfqefdqefqed
"Palm Springs,,,CA,3/15/1953 0:00",qfqefdqefqed
"Haverhill,,CHEVRON,MA,4/1/1953 15:00",qfqefdqefqed
"Cambridge,RED,SPHERE,MA,4/1/1953 18:00",qfqefdqefqed
"Chariton,,OTHER,IA,4/10/1953 13:00",qfqefdqefqed
"Los Angeles,,FIREBALL,CA,4/15/1953 12:00",qfqefdqefqed
"Midwest City,YELLOW,FIREBALL,OK,4/15/1953 16:00",qfqefdqefqed
"Jamison,,CIGAR,PA,4/30/1953 16:00",qfqefdqefqed
"Kingman,,,AZ,5/20/1953 8:00",qfqefdqefqed
"Fresno,,,CA,6/1/1953 21:00",qfqefdqefqed
"Roswell,,,NM,6/15/1953 0:00",qfqefdqefqed
"Wenatchee,,DISK,WA,6/15/1953 12:00",qfqefdqefqed
"Fort Worth,,SPHERE,TX,6/15/1953 13:00",qfqefdqefqed
"North Bend,,CIRCLE,WA,6/15/1953 18:00",qfqefdqefqed
"Galveston,,CIGAR,TX,6/17/1953 7:30",qfqefdqefqed
"Cleveland,RED,FIREBALL,OH,6/30/1953 0:00",qfqefdqefqed
"Kelso,,OVAL,WA,6/30/1953 15:00",qfqefdqefqed
"Colorado Springs,,DISK,CO,7/1/1953 5:30",qfqefdqefqed
",BLUE,DISK,MT,7/4/1953 14:00",qfqefdqefqed
"Ogallala,,OTHER,NE,7/4/1953 21:00",qfqefdqefqed
"Nashville,,CYLINDER,TN,7/15/1953 13:00",qfqefdqefqed
"Dublin,,CONE,IN,7/17/1953 22:00",qfqefdqefqed
"Berkeley,,FIREBALL,MO,8/1/1953 12:00",qfqefdqefqed
"""San Bernadino Mtns, Church Camp"",,DISK,CA,8/1/1953 14:00",qfqefdqefqed
"Vallejo,,LIGHT,CA,8/7/1953 21:00",qfqefdqefqed
"Louisville,,CIRCLE,KY,8/15/1953 11:00",qfqefdqefqed
"Artesia,ORANGE,OTHER,NM,8/15/1953 19:00",qfqefdqefqed
"Bowleys Quarters,,SPHERE,MD,8/15/1953 21:00",qfqefdqefqed
"Homer,,,PA,9/15/1953 14:00",qfqefdqefqed
"Mauriceville,,DISK,TX,10/15/1953 14:00",qfqefdqefqed
"New Orleans,,OVAL,LA,10/31/1953 19:00",qfqefdqefqed
"Cicero,,OTHER,IL,11/13/1953 20:00",qfqefdqefqed
"Keansburg,,CIRCLE,NJ,11/15/1953 3:00",qfqefdqefqed
"Pendleton,GREEN,DISK,IN,11/21/1953 22:30",qfqefdqefqed
"Lackland Air Force Base,,DISK,TX,11/25/1953 4:25",qfqefdqefqed
"Brunswick,,,ME,1/1/1954 0:00",qfqefdqefqed
"Lakeland,,DISK,FL,1/1/1954 1:00",qfqefdqefqed
"Souix City,,CIRCLE,IA,1/1/1954 22:00",qfqefdqefqed
"Santa Monica,,LIGHT,CT,1/15/1954 20:00",qfqefdqefqed
"Fairbanks,,,AK,2/1/1954 2:00",qfqefdqefqed
"Burney,,DISK,CA,2/15/1954 19:30",qfqefdqefqed
"Stanford Campus,,DISK,CA,4/1/1954 22:00",qfqefdqefqed
"Corvallis,,DIAMOND,OR,5/15/1954 12:00",qfqefdqefqed
"Quincy,,DISK,IL,5/26/1954 4:30",qfqefdqefqed
"Houston,,DISK,TX,6/1/1954 0:00",qfqefdqefqed
"Ovid,,DISK,NY,6/1/1954 6:00",qfqefdqefqed
"Springfield,,CYLINDER,IL,6/1/1954 8:00",qfqefdqefqed
"El Cerrito,,LIGHT,CA,6/1/1954 19:00",qfqefdqefqed
"Toledo,,DISK,OH,6/1/1954 19:00",qfqefdqefqed
"Norfolk,,DISK,VA,6/1/1954 20:00",qfqefdqefqed
"Philadelphia,,DISK,PA,6/1/1954 20:00",qfqefdqefqed
"Fish Canyon,,LIGHT,CA,6/1/1954 23:00",qfqefdqefqed
"Atlanta,,DISK,GA,6/6/1954 10:00",qfqefdqefqed
"Estes Park,,CIGAR,CO,6/10/1954 20:00",qfqefdqefqed
"Glenburn,,,ME,6/11/1954 2:00",qfqefdqefqed
"Palm Beach,,LIGHT,CA,6/15/1954 11:00",qfqefdqefqed
"Claymont,,DISK,DE,6/15/1954 11:45",qfqefdqefqed
"Ellington AFB,,DISK,TX,6/15/1954 16:30",qfqefdqefqed
"Lorton,,OTHER,VA,6/23/1954 2:00",qfqefdqefqed
"Langley Air Force Base,,CIRCLE,VA,6/23/1954 23:00",qfqefdqefqed
"Thrifty,,CIRCLE,TX,6/25/1954 3:30",qfqefdqefqed
"Marion,,CIRCLE,VA,6/30/1954 0:00",qfqefdqefqed
"Methuen,,,MA,6/30/1954 0:00",qfqefdqefqed
"Hawthorne,,LIGHT,CA,6/30/1954 12:00",qfqefdqefqed
"Pasadena,,CIRCLE,CA,6/30/1954 15:00",qfqefdqefqed
"St. Louis Airport,RED,OVAL,MO,7/1/1954 21:00",qfqefdqefqed
"Los Angeles,RED,CIRCLE,CA,7/1/1954 22:00",qfqefdqefqed
"Walnut Creek,,,CA,7/7/1954 20:00",qfqefdqefqed
"West Columbia,,FORMATION,SC,7/7/1954 22:00",qfqefdqefqed
"Morroco,,VARIOUS,IN,7/12/1954 17:30",qfqefdqefqed
"Philadelphia,,DISK,PA,7/15/1954 11:00",qfqefdqefqed
"Greenfield,,CIGAR,IN,7/15/1954 14:00",qfqefdqefqed
"Kansas City,,CHEVRON,KS,7/15/1954 21:00",qfqefdqefqed
"Oakdale,,DISK,NY,7/15/1954 21:00",qfqefdqefqed
"Bridge Hampton,,LIGHT,NY,7/15/1954 22:00",qfqefdqefqed
"Farmingdale,,OVAL,NY,8/1/1954 12:00",qfqefdqefqed
"Dyer,,TRIANGLE,IN,8/1/1954 17:00",qfqefdqefqed
"Canton,,DISK,PA,8/1/1954 21:00",qfqefdqefqed
"North Hollywood,,LIGHT,CA,8/1/1954 22:00",qfqefdqefqed
"Puyallup,,OVAL,WA,8/15/1954 21:00",qfqefdqefqed
"Geneva,,DISK,NY,9/1/1954 13:00",qfqefdqefqed
"Beaumont,RED,DISK,TX,9/9/1954 12:30",qfqefdqefqed
"Palmer Township,,OTHER,PA,9/15/1954 9:30",qfqefdqefqed
"Flatwoods,,CIRCLE,WV,10/1/1954 19:00",qfqefdqefqed
"Blanco,,OTHER,TX,10/15/1954 16:30",qfqefdqefqed
"Manistee,,CIRCLE,MI,10/15/1954 21:30",qfqefdqefqed
"Denver,,FIREBALL,CO,11/1/1954 18:30",qfqefdqefqed
"Thelma,,DISK,TX,11/14/1954 1:00",qfqefdqefqed
"Red Bank,ORANGE,CIRCLE,NJ,12/15/1954 23:10",qfqefdqefqed
"Yucaipa,,OVAL,CA,12/16/1954 16:50",qfqefdqefqed
"New York City,,LIGHT,NY,2/15/1955 19:00",qfqefdqefqed
"Holbrook,YELLOW,EGG,MA,5/1/1955 15:00",qfqefdqefqed
"Warrington,,FIREBALL,FL,5/15/1955 3:00",qfqefdqefqed
"Homaland,,CIRCLE,CA,6/1/1955 0:00",qfqefdqefqed
"Bagley,,CIRCLE,MN,6/1/1955 2:00",qfqefdqefqed
"Cincinnati,,DISK,OH,6/1/1955 15:29",qfqefdqefqed
"Martinez,,CIRCLE,CA,6/1/1955 17:00",qfqefdqefqed
"Clinton,,EGG,TN,6/1/1955 20:30",qfqefdqefqed
"Pensacola,,LIGHT,FL,6/6/1955 1:00",qfqefdqefqed
"South St. Paul,,DISK,MN,6/15/1955 0:00",qfqefdqefqed
"Terre Haute,ORANGE,CIRCLE,IN,6/15/1955 0:00",qfqefdqefqed
"Missouri,,LIGHT,MO,6/15/1955 4:30",qfqefdqefqed
"Youngstown,,,PA,6/15/1955 8:00",qfqefdqefqed
"Daytona Beach,,FIREBALL,FL,6/15/1955 21:00",qfqefdqefqed
"Rantoul,,LIGHT,IL,6/17/1955 7:00",qfqefdqefqed
"Beach Haven Park,,DISK,NJ,6/23/1955 7:00",qfqefdqefqed
"Quartz Hill,,DISK,CA,6/30/1955 0:00",qfqefdqefqed
"Lubbock,,CIGAR,TX,6/30/1955 13:00",qfqefdqefqed
"Dumas,,LIGHT,TX,6/30/1955 21:00",qfqefdqefqed
"Morehead City,,DISK,NC,6/30/1955 21:00",qfqefdqefqed
"Carnation,,DISK,WA,7/1/1955 14:00",qfqefdqefqed
"Dierks,,CIGAR,AR,7/1/1955 22:00",qfqefdqefqed
"Woodland Park,,OVAL,CO,7/15/1955 14:00",qfqefdqefqed
"Ringold,,LIGHT,LA,7/15/1955 22:00",qfqefdqefqed
"Newtown Square,,CIRCLE,PA,8/6/1955 19:00",qfqefdqefqed
"Independence,,FIREBALL,MO,8/8/1955 1:00",qfqefdqefqed
"Madisonville,,LIGHT,KY,8/14/1955 1:00",qfqefdqefqed
"Eagle Pass,,CIGAR,TX,8/15/1955 0:01",qfqefdqefqed
"Covina,,DISK,CA,8/17/1955 21:00",qfqefdqefqed
"Bullhead,,DISK,AZ,9/10/1955 23:00",qfqefdqefqed
"Mono Lake,,CIRCLE,CA,10/1/1955 22:00",qfqefdqefqed
"West Covina,GREEN,,CA,10/9/1955 18:00",qfqefdqefqed
"Rhinebeck,,LIGHT,NY,10/15/1955 20:00",qfqefdqefqed
"Weirton,,DISK,WV,1/1/1956 5:30",qfqefdqefqed
"Petaluma,,OVAL,CA,3/1/1956 13:00",qfqefdqefqed
"Bowie,,DISK,MD,3/20/1956 20:00",qfqefdqefqed
"Hampton,,SPHERE,MN,3/22/1956 17:30",qfqefdqefqed
"Canton,,CIGAR,OH,5/1/1956 12:00",qfqefdqefqed
"Pine castle AFB,,LIGHT,FL,5/15/1956 20:00",qfqefdqefqed
"Ada,,CIRCLE,OK,5/17/1956 10:22",qfqefdqefqed
"Belton,,OTHER,MO,6/1/1956 19:00",qfqefdqefqed
"Memphis,ORANGE,CYLINDER,TN,6/1/1956 20:00",qfqefdqefqed
"Elmore,,SPHERE,AL,6/5/1956 0:00",qfqefdqefqed
"Salt Lake City,,CIRCLE,UT,6/5/1956 0:00",qfqefdqefqed
"Upper Glade,,EGG,WV,6/6/1956 12:00",qfqefdqefqed
"Akron,,OTHER,OH,6/6/1956 22:00",qfqefdqefqed
"Edroy,,,TX,6/15/1956 1:00",qfqefdqefqed
"San Francisco,,OTHER,CA,6/15/1956 12:15",qfqefdqefqed
"Palo Alto,,FIREBALL,CA,6/15/1956 18:00",qfqefdqefqed
"Richfield Springs,,CIGAR,NY,6/15/1956 18:00",qfqefdqefqed
"Vista,ORANGE,CIGAR,CA,6/15/1956 19:15",qfqefdqefqed
"Farragut,,CIGAR,TN,6/15/1956 20:00",qfqefdqefqed
"Tulsa,,FLASH,OK,6/15/1956 20:00",qfqefdqefqed
"Salem,,DISK,NJ,6/15/1956 20:32",qfqefdqefqed
"New York City,,LIGHT,NY,6/15/1956 21:00",qfqefdqefqed
"Cincinnati,,DISK,OH,6/16/1956 13:00",qfqefdqefqed
"Madera,,SPHERE,CA,6/24/1956 14:00",qfqefdqefqed
"Willow Grove,,LIGHT,PA,6/30/1956 1:00",qfqefdqefqed
"Cape Girardeau,,DIAMOND,MO,6/30/1956 13:00",qfqefdqefqed
"New Brunswick,,DISK,NJ,6/30/1956 16:00",qfqefdqefqed
"Houston,,TRIANGLE,TX,6/30/1956 18:30",qfqefdqefqed
